k (h/Mpc),x,omega_b,omega_m,omega_nu,T(k),log10(T(k))
0.0923763334598229,0.8456118842553496,0.0214,0.13,0.000642,0.12548681365656472,-0.9014019081038034
0.09565884086523178,0.8756599189435544,0.0214,0.13,0.000642,0.1193381319358759,-0.9232207646844018
0.09901950958530263,0.9064234413989365,0.0214,0.13,0.000642,0.11386125160589226,-0.9436240465692194
0.10246516595858216,0.9379649398453173,0.0214,0.13,0.000642,0.10907619157803208,-0.962270033963994
0.10600235126930041,0.9703442931226122,0.0214,0.13,0.000642,0.10494560462072228,-0.9790357460185993
0.10963740028341014,1.0036194896048236,0.0214,0.13,0.000642,0.10137444024542443,-0.9940715307979964
0.11337649993856087,1.0378471644473817,0.0214,0.13,0.000642,0.09821585483850363,-1.0078183990453102
0.1172257333891422,1.07308300277496,0.0214,0.13,0.000642,0.09528772398541047,-1.0209630463585933
0.12119111311269215,1.1093820427371537,0.0214,0.13,0.000642,0.09239627179014567,-1.0343455523040601
0.1252786058007182,1.1467989033587649,0.0214,0.13,0.000642,0.08936522687850101,-1.0488314377202876
0.129494151104257,1.18538795613644,0.0214,0.13,0.000642,0.08606798451133285,-1.065158366964108
0.13384367586966128,1.2252034553528979,0.0214,0.13,0.000642,0.08245374451372907,-1.0837896167359795
0.138333105211158,1.2662996394349975,0.0214,0.13,0.000642,0.07856111503110225,-1.104792361162829
0.1429683715764004,1.3087308139396971,0.0214,0.13,0.000642,0.07451411338899805,-1.127761461661667
0.1477554228377002,1.3525514256211,0.0214,0.13,0.000642,0.07049834955852109,-1.15182105018615
0.15270023036289732,1.397816136311101,0.0214,0.13,0.000642,0.06672031364706706,-1.1757419207805349
0.1578087979705047,1.4445799048946806,0.0214,0.13,0.000642,0.06335583188022663,-1.1982134022986382
0.1630871726430319,1.4928980853795417,0.0214,0.13,0.000642,0.06050037878663226,-1.218241906266056
0.16854145785284658,1.5428265488808934,0.0214,0.13,0.000642,0.05813685009213142,-1.2355485024015829
0.1741778303419522,1.5944218372233407,0.0214,0.13,0.000642,0.056134926660168255,-1.2507668404200742
0.18000256118841854,1.647741355782744,0.0214,0.13,0.000642,0.05429481749676716,-1.2652416223443126
0.18602204198791863,1.7028436131517055,0.0214,0.13,0.000642,0.05239756141421131,-1.2806889246383297
0.19224281698106754,1.759788515232855,0.0214,0.13,0.000642,0.05027386309500722,-1.2986577418579768
0.198671621970304,1.8186377214835319,0.0214,0.13,0.000642,0.04789290594500652,-1.319728810950863
0.20531543090029913,1.8794550713123077,0.0214,0.13,0.000642,0.0453654729527124,-1.3432745570740932
0.21218151103182986,1.9423070891399814,0.0214,0.13,0.000642,0.04288670787260299,-1.3676772903810515
0.2192774877314568,2.0072635774835392,0.0214,0.13,0.000642,0.04064370330521418,-1.3910067276004965
